gene_id	gene_name	C1	C2	C3	sac1	sac2	sac3
b1187	b1187	538.785	535.01	507.248	517.301	509.157	490.296
b1188	b1188	1351.785	1348.01	1320.248	1330.301	1322.157	1303.296
b1189	b1189	1117.785	1114.01	1086.248	1096.301	1088.157	1069.296
b1190	b1190	889.785	886.01	858.248	868.301	860.157	841.296
b1191	b1191	1555.785	1552.01	1524.248	1534.301	1526.157	1507.296
b1192	b1192	733.785	730.01	702.248	712.301	704.157	685.296
b1193	b1193	430.785	427.01	399.248	409.301	401.157	382.296
b1194	b1194	553.785	550.01	522.248	532.301	524.157	505.296
b1195	b1195	105.665	102.761	85.236	92.013	88.636	82.814
b1196	b1196	262.913	237.795354955094	232.513	242.305	234.762	218.659
b1197	b1197	1516.785	1513.01	1485.248	1495.301	1487.157	1468.296
b1198	b1198	1237.785	1234.01	1206.248	1216.301	1208.157	1189.296
b1199	b1199	451.785	448.01	420.248	430.301	422.157	403.296
b1200	b1200	889.785	886.01	858.248	868.301	860.157	841.296
b1201	b1201	1738.785	1735.01	1707.248	1717.301	1709.157	1690.296
b1202	b1202	2686.785	2683.01	2655.248	2665.301	2657.157	2638.296
b1203	b1203	910.785	907.01	879.248	889.301	881.157	862.296
b1204	b1204	403.785	400.01	372.248	382.301	374.157	355.296
b1205	b1205	123.559	120.243	101.46	108.572	104.666	97.768
b1206	b1206	1498.785	1495.01	1467.248	1477.301	1469.157	1450.296
b1207	b1207	766.785	763.01	735.248	745.301	737.157	718.296
b1208	b1208	670.785	667.01	639.248	649.301	641.157	622.296
b1209	b1209	442.785	439.01	411.248	421.301	413.157	394.296
b1210	b1210	1075.785	1072.01	1044.248	1054.301	1046.157	1027.296
b1211	b1211	901.785	898.01	870.248	880.301	872.157	853.296
b1212	b1212	652.785	649.01	621.248	631.301	623.157	604.296
b1213	b1213	218.929	215.022	190.237	199.553	192.768	179.446
b1214	b1214	628.785	625.01	597.248	607.301	599.157	580.296
b1215	b1215	673.785	670.01	642.248	652.301	644.157	625.296
b1216	b1216	919.785	916.01	888.248	898.301	890.157	871.296
b1217	b1217	88.557	86.149	70.303	76.708	73.885	68.771
b1218	b1218	514.785	511.01	483.248	493.301	485.157	466.296
b1219	b1219	184.703	180.917	157.874	166.524	160.691	149.715
b1220	b1220	1213.785	1210.01	1182.248	1192.301	1184.157	1165.296
b1221	b1221	469.785	466.01	438.248	448.301	440.157	421.296
b1222	b1222	1615.785	1612.01	1584.248	1594.301	1586.157	1567.296
b1223	b1223	1210.785	1207.01	1179.248	1189.301	1181.157	1162.296
b1224	b1224	3562.785	3559.01	3531.248	3541.301	3533.157	3514.296
b1225	b1225	1357.785	1354.01	1326.248	1336.301	1328.157	1309.296
b1226	b1226	529.785	526.01	498.248	508.301	500.157	481.296
b1227	b1227	496.785	493.01	465.248	475.301	467.157	448.296
b1228	b1228	117.997	117.997	117.997	117.997	117.997	117.997
b1229	b1229	13.359	13.359	13.359	13.359	13.359	13.359
b1230	b1230	12.7958284677961	15.845	12.7958284677961	12.618	13.036	10.286
b1231	b1231	11.7690625555622	15.845	10.002	11.7690625555622	11.7690625555622	10.286
b1232	b1232	661.785	658.01	630.248	640.301	632.157	613.296
b1233	b1233	279.763	275.879	248.892	258.808	251.075	234.068
b1234	b1234	724.785	721.01	693.248	703.301	695.157	676.296
b1235	b1235	832.785	829.01	801.248	811.301	803.157	784.296
b1236	b1236	727.785	724.01	696.248	706.301	698.157	679.296
b1237	b1237	237.93	234.015	208.423	218.109	210.826	196.264
b1238	b1238	436.785	433.01	405.248	415.301	407.157	388.296
b1241	b1241	2494.785	2491.01	2463.248	2473.301	2465.157	2446.296
b1242	b1242	466.785	463.01	435.248	445.301	437.157	418.296
b1243	b1243	1450.785	1447.01	1419.248	1429.301	1421.157	1402.296
b1244	b1244	739.785	736.01	708.248	718.301	710.157	691.296
b1245	b1245	727.785	724.01	696.248	706.301	698.157	679.296
b1246	b1246	832.785	829.01	801.248	811.301	803.157	784.296
b1247	b1247	823.785	820.01	792.248	802.301	794.157	775.296
b1248	b1248	164.394	160.68	138.897	147.094	141.809	132.16
b1249	b1249	1279.785	1276.01	1248.248	1258.301	1250.157	1231.296
b1250	b1250	1072.785	1069.01	1041.248	1051.301	1043.157	1024.296
b1251	b1251	137.642	134.13	114.229	121.763	117.401	109.6
b1252	b1252	538.785	535.01	507.248	517.301	509.157	490.296
b1253	b1253	224.312	220.392	195.43	204.811	197.839	184.224
b1254	b1254	358.785	355.01	327.248	337.301	329.157	310.296
b1255	b1255	562.785	559.01	531.248	541.301	533.157	514.296
b1256	b1256	457.785	454.01	426.248	436.301	428.157	409.296
b1257	b1257	325.785	322.01	294.248	304.301	296.157	277.296
b1258	b1258	319.788	316.013	288.252	298.304	290.161	271.306
b1259	b1259	46.1310001399262	54.235	42.297	47.58	45.952	41.653
b1260	b1260	625.785	622.01	594.248	604.301	596.157	577.296
b1261	b1261	1012.785	1009.01	981.248	991.301	983.157	964.296
b1262	b1262	1180.785	1177.01	1149.248	1159.301	1151.157	1132.296
b1263	b1263	1414.785	1411.01	1383.248	1393.301	1385.157	1366.296
b1264	b1264	1381.785	1378.01	1350.248	1360.301	1352.157	1333.296
b1265	b1265	5.77166666666667	5.77166666666667	5.77166666666667	5.77166666666667	5.77166666666667	5.77166666666667
b1266	b1266	700.785	697.01	669.248	679.301	671.157	652.296
b1267	b1267	439.785	436.01	408.248	418.301	410.157	391.296
b1268	b1268	1714.785	1711.01	1683.248	1693.301	1685.157	1666.296
b1269	b1269	694.785	691.01	663.248	673.301	665.157	646.296
b1270	b1270	409.785	406.01	378.248	388.301	380.157	361.296
b1271	b1271	577.785	574.01	546.248	556.301	548.157	529.296
b1272	b1272	868.785	865.01	837.248	847.301	839.157	820.296
b1273	b1273	103.462	100.607	83.271	89.985	86.699	80.976
b1274	b1274	2416.785	2413.01	2385.248	2395.301	2387.157	2368.296
b1275	b1275	793.785	790.01	762.248	772.301	764.157	745.296
b1276	b1276	2494.785	2491.01	2463.248	2473.301	2465.157	2446.296
b1277	b1277	409.785	406.01	378.248	388.301	380.157	361.296
b1278	b1278	583.785	580.01	552.248	562.301	554.157	535.296
b1279	b1279	147.18	143.6	123.03	130.781	126.11	117.649
b1280	b1280	988.785	985.01	957.248	967.301	959.157	940.296
b1281	b1281	556.785	553.01	525.248	535.301	527.157	508.296
b1282	b1282	161.926	158.234	136.62	144.725	139.518	130.08
b1283	b1283	80.368	78.253	63.276	69.452	66.899	62.08
b1284	b1284	568.785	565.01	537.248	547.301	539.157	520.296
b1285	b1285	1804.785	1801.01	1773.248	1783.301	1775.157	1756.296
b1286	b1286	1753.785	1750.01	1722.248	1732.301	1724.157	1705.296
b1287	b1287	946.785	943.01	915.248	925.301	917.157	898.296
b1288	b1288	607.785	604.01	576.248	586.301	578.157	559.296
b1289	b1289	184.703	180.917	157.874	166.524	160.691	149.715
b1290	b1290	625.785	622.01	594.248	604.301	596.157	577.296
b1291	b1291	811.785	808.01	780.248	790.301	782.157	763.296
b1292	b1292	709.785	706.01	678.248	688.301	680.157	661.296
b1293	b1293	784.785	781.01	753.248	763.301	755.157	736.296
b1294	b1294	1462.785	1459.01	1431.248	1441.301	1433.157	1414.296
b1295	b1295	99.133	96.382	79.452	86.052	82.97	77.441
b1296	b1296	1204.785	1201.01	1173.248	1183.301	1175.157	1156.296
b1297	b1297	1237.785	1234.01	1206.248	1216.301	1208.157	1189.296
b1298	b1298	583.785	580.01	552.248	562.301	554.157	535.296
b1299	b1299	376.785	373.01	345.248	355.301	347.157	328.296
b1300	b1300	1306.785	1303.01	1275.248	1285.301	1277.157	1258.296
b1301	b1301	1099.785	1096.01	1068.248	1078.301	1070.157	1051.296
b1302	b1302	1084.785	1081.01	1053.248	1063.301	1055.157	1036.296
b1303	b1303	796.785	793.01	765.248	775.301	767.157	748.296
b1304	b1304	487.785	484.01	456.248	466.301	458.157	439.296
b1305	b1305	84.393	82.159	66.749	73.044	70.363	65.413
b1306	b1306	189.924	186.118	162.793	171.523	165.504	154.212
b1307	b1307	82.376	80.199	64.993	71.233	68.627	63.746
b1308	b1308	152.049	148.453	127.543	135.349	130.538	121.772
b1309	b1309	1498.785	1495.01	1467.248	1477.301	1469.157	1450.296
b1310	b1310	1111.785	1108.01	1080.248	1090.301	1082.157	1063.296
b1311	b1311	700.785	697.01	669.248	679.301	671.157	652.296
b1312	b1312	661.785	658.01	630.248	640.301	632.157	613.296
b1313	b1313	871.785	868.01	840.248	850.301	842.157	823.296
b1314	b1314	607.785	604.01	576.248	586.301	578.157	559.296
b1315	b1315	874.785	871.01	843.248	853.301	845.157	826.296
b1316	b1316	2086.785	2083.01	2055.248	2065.301	2057.157	2038.296
b1317	b1317	478.785	475.01	447.248	457.301	449.157	430.296
b1319	b1319	724.785	721.01	693.248	703.548404101641	703.548404101641	676.296
b1320	b1320	817.785	814.01	786.248	796.301	788.157	769.296
b1321	b1321	1216.785	1213.01	1185.248	1195.301	1187.157	1168.296
b1322	b1322	880.785	877.01	849.248	859.301	851.157	832.296
b1323	b1323	1360.785	1357.01	1329.248	1339.301	1331.157	1312.296
b1324	b1324	325.785	322.01	294.248	304.301	296.157	277.296
b1325	b1325	784.785	781.01	753.248	763.301	755.157	736.296
b1326	b1326	547.785	544.01	516.248	526.301	518.157	499.296
b1327	b1327	739.785	736.01	708.248	718.301	710.157	691.296
b1328	b1328	718.785	715.01	687.248	697.301	689.157	670.296
b1329	b1329	1432.785	1429.01	1401.248	1411.301	1403.157	1384.296
b1330	b1330	850.785	847.01	819.248	829.301	821.157	802.296
b1331	b1331	799.785	796.01	768.248	778.301	770.157	751.296
b1332	b1332	107.839	104.908	87.244	94.037	90.546	84.632
b1333	b1333	769.785	766.01	738.248	748.301	740.157	721.296
b1334	b1334	571.785	568.01	540.248	550.301	542.157	523.296
b1335	b1335	334.785	331.01	303.248	313.301	305.157	286.296
b1336	b1336	1345.785	1342.01	1314.248	1324.301	1316.157	1297.296
b1337	b1337	1264.785	1261.01	1233.248	1243.301	1235.157	1216.296
b1338	b1338	1129.785	1126.01	1098.248	1108.301	1100.157	1081.296
b1339	b1339	727.785	724.01	696.248	706.301	698.157	679.296
b1340	b1340	382.785	379.01	351.248	361.301	353.157	334.296
b1341	b1341	1051.785	1048.01	1020.248	1030.301	1022.157	1003.296
b1342	b1342	802.785	799.01	771.248	781.301	773.157	754.296
b1343	b1343	1192.785	1189.01	1161.248	1171.301	1163.157	1144.296
b1344	b1344	754.785	751.01	723.248	733.301	725.157	706.296
b1345	b1345	1054.785	1051.01	1023.248	1033.301	1025.157	1006.296
b1346	b1346	68.2781666666667	68.2781666666667	68.2781666666667	68.2781666666667	68.2781666666667	68.2781666666667
b1347	b1347	61.826	61.826	61.826	61.826	61.826	61.826
b1348	b1348	56.1215	56.1215	56.1215	56.1215	56.1215	56.1215
b1349	b1349	628.785	625.01	597.248	607.301	599.157	580.296
b1350	b1350	2419.785	2416.01	2388.248	2398.301	2390.157	2371.296
b1351	b1351	107.266333333333	107.266333333333	107.266333333333	107.266333333333	107.266333333333	107.266333333333
b1352	b1352	71.8623333333333	71.8623333333333	71.8623333333333	71.8623333333333	71.8623333333333	71.8623333333333
b1353	b1353	275.552528513355	275.552528513355	276.814	286.877	278.769	260.429
b1355	b1355	29.789	25.595410861763	21.861	25.749	25.595410861763	25.595410861763
b1356	b1356	296.751	292.957	265.575	275.575	267.609	249.797
b1357	b1357	137.642	134.13	114.229	121.763	117.401	109.6
b1358	b1358	246.179	242.277	216.379	226.139	218.714	203.664
b1359	b1359	676.785	673.01	645.248	655.301	647.157	628.296
b1360	b1360	565.785	562.01	534.248	544.301	536.157	517.296
b1361	b1361	379.785	376.01	348.248	358.301	350.157	331.296
b1363	b1363	1276.785	1273.01	1245.248	1255.301	1247.157	1228.296
b1365	b1365	91.2707843140489	91.2707843140489	91.183	91.2707843140489	94.473	88.262
b1366	b1366	189.924	172.122089010269	162.793	171.523	165.504	172.122089010269
b1368	b1368	847.785	844.01	816.248	826.301	818.157	799.296
b1370	b1370	799.785	796.01	768.248	778.301	770.157	751.296
b1372	b1372	3181.785	3178.01	3150.248	3160.301	3152.157	3133.296
b1373	b1373	394.785	368.222249450593	363.248	373.301	365.157	346.296
b1374	b1374	409.785	406.01	378.248	388.301	380.157	361.296
b1375	b1375	78.7453901850795	88.16	78.7453901850795	78.578	78.7453901850795	70.486
b1376	b1376	257.309	253.377	227.096	236.906	229.383	213.578
b1377	b1377	952.785	949.01	921.248	931.301	923.157	904.296
b1378	b1378	3343.785	3340.01	3312.248	3322.301	3314.157	3295.296
b1379	b1379	246.179	242.277	216.379	226.139	218.714	203.664
b1380	b1380	808.785	805.01	777.248	787.301	779.157	760.296
b1381	b1381	2458.785	2455.01	2427.248	2437.301	2429.157	2410.296
b1382	b1382	58.888	57.849	45.411	50.845	49.049	44.653
b1383	b1383	161.926	158.234	136.62	144.725	139.518	130.08
b1384	b1384	724.785	721.01	693.248	703.301	695.157	676.296
b1385	b1385	1318.785	1315.01	1287.248	1297.301	1289.157	1270.296
b1386	b1386	2092.785	2089.01	2061.248	2071.301	2063.157	2044.296
b1387	b1387	1864.785	1861.01	1833.248	1843.301	1835.157	1816.296
b1388	b1388	748.785	745.01	717.248	727.301	719.157	700.296
b1389	b1389	130.571	127.195	107.81	115.086	110.997	103.637
b1390	b1390	565.785	562.01	534.248	544.301	536.157	517.296
b1391	b1391	316.878	313.081	285.337	295.394	287.269	268.491
b1392	b1392	889.785	886.01	858.248	868.301	860.157	841.296
b1393	b1393	586.785	583.01	555.248	565.301	557.157	538.296
b1394	b1394	607.785	604.01	576.248	586.301	578.157	559.296
b1395	b1395	1246.785	1243.01	1215.248	1225.301	1217.157	1198.296
b1396	b1396	246.179	242.277	216.379	226.139	218.714	203.664
b1397	b1397	1024.785	1021.01	993.248	1003.301	995.157	976.296
b1398	b1398	1132.785	1129.01	1101.248	1111.301	1103.157	1084.296
b1399	b1399	769.785	766.01	738.248	748.301	740.157	721.296
b1400	b1400	409.785	406.01	378.248	388.301	380.157	361.296
b1402	b1402	724.785	721.01	693.248	703.301	695.157	676.296
b1403	b1403	195.147	191.299	167.686	176.548	170.349	158.716
b1404	b1404	970.785	967.01	939.248	949.301	941.157	922.296
b1406	b1406	679.785	676.01	648.248	658.301	650.157	631.296
b1407	b1407	2125.785	2122.01	2094.248	2104.301	2096.157	2077.296
b1408	b1408	396.10885748644	421.01	393.248	396.10885748644	395.157	376.296
b1409	b1409	715.785	712.01	684.248	694.301	686.157	667.296
b1410	b1410	1576.785	1573.01	1545.248	1555.301	1547.157	1528.296
b1411	b1411	1111.785	1108.01	1080.248	1090.301	1082.157	1063.296
b1412	b1412	424.785	421.01	393.248	403.301	395.157	376.296
b1413	b1413	3721.785	3718.01	3690.248	3700.301	3692.157	3673.296
b1414	b1414	619.785	616.01	588.248	598.301	590.157	571.296
b1415	b1415	1258.785	1255.01	1227.248	1237.301	1229.157	1210.296
b1418	b1418	349.785	346.01	318.248	328.301	320.157	301.296
b1419	b1419	51.446	50.774	39.354	44.422	43.027	38.732
b1420	b1420	47.852	47.405	36.421	41.31	40.057	35.839
b1421	b1421	1459.785	1456.01	1428.248	1438.301	1430.157	1411.296
b1422	b1422	742.785	739.01	711.248	721.301	713.157	694.296
b1423	b1423	1162.785	1159.01	1131.248	1141.301	1133.157	1114.296
b1424	b1424	1474.785	1471.01	1443.248	1453.301	1445.157	1426.296
b1426	b1426	84.393	82.159	66.749	73.044	70.363	65.413
b1427	b1427	358.785	355.01	327.248	337.301	329.157	310.296
b1428	b1428	799.785	796.01	768.248	778.301	770.157	751.296
b1429	b1429	811.785	808.01	780.248	790.301	782.157	763.296
b1430	b1430	412.785	409.01	381.248	391.301	383.157	364.296
b1431	b1431	487.785	484.01	456.248	466.301	458.157	439.296
b1432	b1432	1027.785	1024.01	996.248	1006.301	998.157	979.296
b1433	b1433	994.785	991.01	963.248	973.301	965.157	946.296
b1434	b1434	355.785	352.01	324.248	334.301	326.157	307.296
b1435	b1435	1780.785	1777.01	1749.248	1759.301	1751.157	1732.296
b1436	b1436	88.557	86.149	70.303	76.708	73.885	68.771
b1438	b1438	240.656	236.751	211.063	220.782	213.434	198.715
b1439	b1439	1225.785	1222.01	1194.248	1204.301	1196.157	1177.296
b1440	b1440	964.785	961.01	933.248	943.301	935.157	916.296
b1441	b1441	832.785	829.01	801.248	811.301	803.157	784.296
b1442	b1442	760.785	757.01	729.248	739.301	731.157	712.296
b1443	b1443	613.785	610.01	582.248	592.301	584.157	565.296
b1444	b1444	1243.785	1240.01	1212.248	1222.301	1214.157	1195.296
b1445	b1445	51.446	43.1668062906923	39.354	44.422	43.027	38.732
b1446	b1446	90.684	88.16	72.096	78.578	75.717	70.486
b1447	b1447	271.311	267.415	240.665	250.534	242.894	226.321
b1448	b1448	337.785	334.01	306.248	316.301	308.157	289.296
b1449	b1449	856.785	853.01	825.248	835.301	827.157	808.296
b1450	b1450	484.785	481.01	453.248	463.301	455.157	436.296
b1451	b1451	1921.785	1918.01	1890.248	1900.301	1892.157	1873.296
b1452	b1452	880.785	877.01	849.248	859.301	851.157	832.296
b1453	b1453	1318.785	1315.01	1287.248	1297.301	1289.157	1270.296
b1454	b1454	436.785	433.01	405.248	415.301	407.157	388.296
b1455	b1455	65.923	65.923	65.923	65.923	65.923	65.923
b1457	b1457	263.01741888894	263.01741888894	271.171	263.01741888894	263.01741888894	255.109
b1460	b1460	955.785	952.01	924.248	934.301	941.49770013633	941.49770013633
b1461	b1461	90.684	77.1983138376796	72.096	78.578	75.717	70.486
b1462	b1462	388.785	385.01	357.248	367.301	359.157	340.296
b1463	b1463	664.785	661.01	633.248	643.301	635.157	616.296
b1464	b1464	712.785	709.01	681.248	691.301	683.157	664.296
b1465	b1465	499.785	496.01	468.248	478.301	470.157	451.296
b1466	b1466	514.785	511.01	483.248	493.301	485.157	466.296
b1467	b1467	1363.785	1360.01	1332.248	1342.301	1334.157	1315.296
b1468	b1468	3559.785	3556.01	3528.248	3538.301	3530.157	3511.296
b1469	b1469	1207.785	1204.01	1176.248	1186.301	1178.157	1159.296
b1471	b1471	753.2995	753.2995	753.2995	753.2995	753.2995	753.2995
b1472	b1472	118.064166666667	118.064166666667	118.064166666667	118.064166666667	118.064166666667	118.064166666667
b1473	b1473	700.785	697.01	669.248	679.301	671.157	652.296
b1474	b1474	2866.785	2863.01	2835.248	2845.301	2837.157	2818.296
b1475	b1475	703.785	700.01	672.248	682.301	674.157	655.296
b1476	b1476	472.785	469.01	441.248	451.301	443.157	424.296
b1477	b1477	128.192	124.851	105.683	112.871	108.865	101.667
b1478	b1478	829.785	826.01	798.248	808.301	800.157	781.296
b1479	b1479	1516.785	1513.01	1485.248	1495.301	1487.157	1468.296
b1480	b1480	31.351	32.084	23.063	27.006	26.627	22.822
b1481	b1481	78.36	66.369963338399	61.571	67.688	65.224	60.46
b1482	b1482	254.523	250.596	224.426	234.206	226.721	211.08
b1483	b1483	745.785	742.01	714.248	724.301	716.157	697.296
b1484	b1484	805.785	802.01	774.248	784.301	776.157	757.296
b1485	b1485	715.785	712.01	684.248	694.301	686.157	667.296
b1486	b1486	841.785	838.01	810.248	820.301	812.157	793.296
b1487	b1487	1369.785	1366.01	1338.248	1348.301	1340.157	1321.296
b1488	b1488	400.785	397.01	369.248	379.301	371.157	352.296
b1489	b1489	2218.785	2215.01	2187.248	2197.301	2189.157	2170.296
b1490	b1490	1201.785	1198.01	1170.248	1180.301	1172.157	1153.296
b1491	b1491	1138.785	1135.01	1107.248	1117.301	1109.157	1090.296
b1492	b1492	1354.785	1351.01	1323.248	1333.301	1325.157	1306.296
b1493	b1493	1219.785	1216.01	1188.248	1198.301	1190.157	1171.296
b1494	b1494	2614.785	2611.01	2583.248	2593.301	2585.157	2566.296
b1495	b1495	2191.785	2188.01	2160.248	2170.301	2162.157	2143.296
b1496	b1496	1504.785	1501.01	1473.248	1483.301	1475.157	1456.296
b1497	b1497	976.785	973.01	945.248	955.301	947.157	928.296
b1498	b1498	1501.785	1498.01	1470.248	1480.301	1472.157	1453.296
b1499	b1499	580.785	554.334106567591	549.248	559.301	551.157	532.296
b1500	b1500	57.801	57.801	57.801	57.801	57.801	57.801
b1501	b1501	2098.785	2095.01	2067.248	2077.301	2069.157	2050.296
b1502	b1502	700.931278925705	700.931278925705	702.248	712.301	704.157	685.296
b1503	b1503	322.785	294.865532516015	291.248	294.865532516015	293.157	274.296
b1504	b1504	349.785	346.01	318.248	326.589619346023	320.157	301.296
b1505	b1505	967.785	941.425584091002	936.248	946.301	938.157	919.296
b1507	b1507	1141.785	1138.01	1110.248	1120.301	1112.157	1093.296
b1508	b1508	114.535	111.397	93.244	100.144	96.485	90.109
b1511	b1511	1411.785	1408.01	1380.248	1390.301	1382.157	1363.296
b1512	b1512	772.785	769.01	741.248	751.301	743.157	724.296
b1513	b1513	1354.785	1351.01	1323.248	1333.301	1325.157	1306.296
b1514	b1514	847.785	844.01	816.248	826.301	818.157	799.296
b1515	b1515	811.785	808.01	780.248	790.301	782.157	763.296
b1516	b1516	841.785	838.01	810.248	820.301	812.157	793.296
b1517	b1517	694.785	691.01	663.248	673.301	665.157	646.296
b1518	b1518	132.907	129.496	109.932	117.302	113.131	105.617
b1519	b1519	577.785	574.01	546.248	556.301	548.157	529.296
b1520	b1520	733.785	730.01	702.248	712.301	704.157	685.296
b1521	b1521	1270.785	1267.01	1239.248	1249.301	1241.157	1222.296
b1522	b1522	766.785	763.01	735.248	745.301	737.157	718.296
b1523	b1523	189.924	186.118	162.793	171.523	165.504	154.212
b1524	b1524	745.785	742.01	714.248	724.301	716.157	697.296
b1525	b1525	1207.785	1204.01	1176.248	1186.301	1178.157	1159.296
b1526	b1526	700.785	697.01	669.248	679.301	671.157	652.296
b1527	b1527	934.785	931.01	903.248	913.301	905.157	886.296
b1528	b1528	1009.785	1006.01	978.248	988.301	980.157	961.296
b1529	b1529	484.785	481.01	453.248	463.301	455.157	436.296
b1530	b1530	257.309	253.377	227.096	236.906	229.383	213.578
b1531	b1531	210.929	207.014	182.576	191.787	185.204	172.451
b1532	b1532	80.368	78.253	63.276	69.452	66.899	62.08
b1533	b1533	718.785	715.01	687.248	697.301	689.157	670.296
b1534	b1534	1006.785	1003.01	975.248	985.301	977.157	958.296
b1535	b1535	709.785	706.01	678.248	688.301	680.157	661.296
b1536	b1536	218.929	215.022	190.237	199.553	192.768	179.446
b1537	b1537	337.785	334.01	306.248	316.301	308.157	289.296
b1538	b1538	1864.785	1861.01	1833.248	1843.301	1835.157	1816.296
b1539	b1539	565.785	562.01	534.248	544.301	536.157	517.296
b1540	b1540	505.785	502.01	474.248	484.301	476.157	457.296
b1541	b1541	59.1881182547768	68.803	54.962	60.743	58.567	53.995
b1542	b1542	1279.785	1276.01	1248.248	1258.301	1250.157	1231.296
b1543	b1543	1102.785	1076.44206351938	1071.248	1081.301	1073.157	1054.296
b1544	b1544	74.1527225857696	74.1527225857696	72.096	78.578	75.717	70.486
b1545	b1545	409.785	383.235269119843	378.248	388.301	380.157	361.296
b1546	b1546	394.785	391.01	363.248	373.301	365.157	346.296
b1547	b1547	754.662345364177	778.01	750.248	760.301	752.157	733.296
b1548	b1548	388.785	362.985741232124	357.248	367.301	362.985741232124	340.296
b1549	b1549	214.960333333333	214.960333333333	214.960333333333	214.960333333333	214.960333333333	214.960333333333
b1550	b1550	51.446	44.9956207202434	39.354	44.9956207202434	44.9956207202434	44.9956207202434
b1551	b1551	30.436	30.436	30.436	30.436	30.436	30.436
b1552	b1552	62.6723726785929	62.6723726785929	62.6723726785929	65.923	63.534	58.774
b1553	b1553	299.897425445768	313.081	299.897425445768	299.897425445768	287.269	299.897425445768
b1554	b1554	326.544675853097	349.01	326.544675853097	331.301	323.157	304.296
b1555	b1555	130.17970598663	146.02	125.287	133.056	128.303	119.709
b1556	b1556	78.36	66.6595864259587	61.571	67.688	66.6595864259587	60.46
b1557	b1557	78.36	76.366	61.571	67.688	65.224	60.46
b1558	b1558	76.365	74.436	59.858	65.923	63.534	58.774
b1559	b1559	571.785	568.01	540.248	548.795925621642	542.157	523.296
b1560	b1560	868.785	865.01	837.248	847.301	839.157	820.296
b1561	b1561	103.462	89.9146275504042	89.9146275504042	89.985	86.699	80.976
b1562	b1562	41.031	40.997	30.877	35.419	34.555	30.436
b1563	b1563	130.571	127.195	107.81	115.086	110.997	103.637
b1564	b1564	94.858	92.195	75.756	82.295	79.311	73.935
b1565	b1565	129.127666666667	129.127666666667	129.127666666667	129.127666666667	129.127666666667	129.127666666667
b1566	b1566	146.136946354263	163.178	141.213	149.492	144.116	134.256
b1567	b1567	30.171804486971	30.171804486971	30.171804486971	32.686	30.171804486971	27.851
b1568	b1568	132.907	115.991938653802	109.932	117.302	115.991938653802	105.617
b1569	b1569	77.3955	77.3955	77.3955	77.3955	77.3955	77.3955
b1570	b1570	232.449	228.521	203.218	212.804	205.598	191.434
b1571	b1571	41.031	40.997	30.877	35.419	35.4506848636335	30.436
b1572	b1572	21.2932869233475	21.2932869233475	21.2932869233475	23.236	21.2932869233475	19.513
b1573	b1573	80.368	78.253	63.276	69.452	66.899	62.08
b1574	b1574	8.12166666666667	8.12166666666667	8.12166666666667	8.12166666666667	8.12166666666667	8.12166666666667
b1575	b1575	48.4406595960519	48.4406595960519	46.944	52.449	48.4406595960519	46.165
b1576	b1576	62.691	61.454	48.525	54.086	54.5352833238137	47.707
b1580	b1580	838.785	835.01	807.248	817.301	809.157	790.296
b1581	b1581	1033.785	1030.01	1002.248	1012.301	1004.157	985.296
b1582	b1582	161.926	158.234	136.62	144.725	139.518	130.08
b1583	b1583	174.466	170.689	148.298	156.722	151.12	140.757
b1584	b1584	379.785	376.01	348.248	358.301	350.157	331.296
b1585	b1585	529.785	526.01	498.248	508.301	500.157	481.296
b1586	b1586	144.769	141.206	120.793	128.492	123.912	115.594
b1587	b1587	2245.785	2242.01	2214.248	2224.301	2216.157	2197.296
b1588	b1588	2242.785	2239.01	2211.248	2221.301	2213.157	2194.296
b1589	b1589	436.785	433.01	405.248	415.301	407.157	388.296
b1590	b1590	673.785	670.01	642.248	652.301	644.157	625.296
b1591	b1591	433.785	430.01	402.248	412.301	404.157	385.296
b1592	b1592	1075.785	1072.01	1044.248	1054.301	1046.157	1027.296
b1593	b1593	514.785	511.01	483.248	493.301	485.157	466.296
b1594	b1594	1039.785	1036.01	1008.248	1018.301	1010.157	991.296
b1595	b1595	712.785	709.01	681.248	691.301	683.157	664.296
b1596	b1596	1072.785	1069.01	1041.248	1051.301	1043.157	1024.296
b1597	b1597	147.18	143.6	123.03	130.781	126.11	117.649
b1598	b1598	640.785	637.01	609.248	619.301	611.157	592.296
b1599	b1599	164.394	160.68	138.897	147.094	141.809	132.16
b1600	b1600	195.147	191.299	167.686	176.548	170.349	158.716
b1601	b1601	853.785	850.01	822.248	832.301	824.157	805.296
b1602	b1602	1207.785	1204.01	1176.248	1186.301	1178.157	1159.296
b1603	b1603	1351.785	1348.01	1320.248	1330.301	1322.157	1303.296
b1604	b1604	763.785	760.01	732.248	742.301	734.157	715.296
b1605	b1605	1201.785	1198.01	1170.248	1180.301	1172.157	1153.296
b1606	b1606	541.785	538.01	510.248	520.301	512.157	493.296
b1607	b1607	169.404	165.676	143.544	151.881	146.433	136.388
b1608	b1608	538.785	535.01	507.248	517.301	509.157	490.296
b1609	b1609	1120.785	1117.01	1089.248	1099.301	1091.157	1072.296
b1610	b1610	748.785	745.01	717.248	727.301	719.157	700.296
b1611	b1611	1222.785	1219.01	1191.248	1201.301	1193.157	1174.296
b1612	b1612	1465.785	1462.01	1434.248	1444.301	1436.157	1417.296
b1613	b1613	994.785	991.01	963.248	973.301	965.157	946.296
